             tauB                            r                             g(r)             
           100.000                         0.103                          0.000             
           100.000                         0.109                          0.000             
           100.000                         0.114                          0.000             
           100.000                         0.120                          0.000             
           100.000                         0.126                          0.000             
           100.000                         0.131                          0.000             
           100.000                         0.137                          0.000             
           100.000                         0.143                          0.000             
           100.000                         0.148                          0.000             
           100.000                         0.154                          0.000             
           100.000                         0.160                          0.000             
           100.000                         0.166                          0.000             
           100.000                         0.171                          0.000             
           100.000                         0.177                          0.000             
           100.000                         0.183                          0.000             
           100.000                         0.188                          0.000             
           100.000                         0.194                          0.000             
           100.000                         0.200                          0.000             
           100.000                         0.205                          0.000             
           100.000                         0.211                          0.000             
           100.000                         0.217                          0.000             
           100.000                         0.222                          0.000             
           100.000                         0.228                          0.000             
           100.000                         0.234                          0.000             
           100.000                         0.240                          0.000             
           100.000                         0.245                          0.000             
           100.000                         0.251                          0.000             
           100.000                         0.257                          0.000             
           100.000                         0.262                          0.000             
           100.000                         0.268                          0.000             
           100.000                         0.274                          0.000             
           100.000                         0.279                          0.000             
           100.000                         0.285                          0.000             
           100.000                         0.291                          0.000             
           100.000                         0.297                          0.000             
           100.000                         0.302                          0.000             
           100.000                         0.308                          0.000             
           100.000                         0.314                          0.000             
           100.000                         0.319                          0.000             
           100.000                         0.325                          0.000             
           100.000                         0.331                          0.000             
           100.000                         0.336                          0.000             
           100.000                         0.342                          0.000             
           100.000                         0.348                          0.000             
           100.000                         0.353                          0.000             
           100.000                         0.359                          0.000             
           100.000                         0.365                          0.000             
           100.000                         0.371                          0.000             
           100.000                         0.376                          0.000             
           100.000                         0.382                          0.000             
           100.000                         0.388                          0.000             
           100.000                         0.393                          0.000             
           100.000                         0.399                          0.000             
           100.000                         0.405                          0.000             
           100.000                         0.410                          0.000             
           100.000                         0.416                          0.000             
           100.000                         0.422                          0.000             
           100.000                         0.428                          0.000             
           100.000                         0.433                          0.000             
           100.000                         0.439                          0.000             
           100.000                         0.445                          0.000             
           100.000                         0.450                          0.000             
           100.000                         0.456                          0.000             
           100.000                         0.462                          0.000             
           100.000                         0.467                          0.000             
