 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
  200.0      0.2500     0.7500     0.3300     0.5550     0.3750     0.5600     0.3950     0.5200     0.3850     0.5250     0.4250     0.5100     0.4200     0.5150     0.4150     0.5050     0.3850     0.5100  
  400.0      0.2500     0.7500     0.3300     0.5550     0.3750     0.5600     0.3950     0.5200     0.3850     0.5250     0.4450     0.5100     0.4350     0.5150     0.4150     0.5050     0.3950     0.5100  
  600.0      0.2500     0.7500     0.3300     0.5550     0.3750     0.5600     0.3950     0.5200     0.3850     0.5250     0.4250     0.5100     0.4200     0.5150     0.4150     0.5050     0.3850     0.5100  
  800.0      0.2500     0.7500     0.3300     0.5550     0.3750     0.5600     0.3950     1.4800     0.3850     0.5250     0.4250     0.5100     0.4200     0.5150     0.4150     0.5050     0.3850     1.4600  
  1000.0     0.2500     0.7500     0.3300     0.5550     0.3750     0.5600     0.3950     1.4800     0.3850     0.5250     0.4250     0.5100     0.4200     0.5150     0.4150     0.5050     0.3850     1.4600  
  1200.0     0.2500     0.7500     0.3300     0.5550     0.3750     0.5600     0.3950     1.4800     0.3850     0.5250     0.4250     0.5100     0.4350     0.5150     0.4050     0.5050     0.3950     1.4600  
  1399.9     0.2500     0.7500     0.3300     0.5550     0.3750     0.5600     0.3950     1.4800     0.3850     0.5250     0.4250     0.5100     0.4200     0.5150     0.4150     0.5050     0.3850     1.4600  
  1599.9     0.2500     0.7500     0.3300     0.5550     0.3750     0.5600     0.3950     1.4800     0.3850     0.5250     0.4250     0.5100     0.4200     0.5150     0.4050     0.5050     0.3750     1.4600  
  1799.9     0.2500     0.7500     0.3300     0.5550     0.3750     0.5600     0.3950     1.4800     0.3850     0.5250     0.4250     0.5100     0.4200     0.5150     0.4150     0.5050     0.3750     1.4600  
  1999.9     0.2500     0.7500     0.3300     0.5550     0.3750     0.5600     0.3950     1.4800     0.3850     0.5250     0.4250     0.5100     0.4200     0.5150     0.4150     0.5050     0.3750     1.4700  
  1999.9     0.2500     0.7500     0.3300     0.5550     0.3750     0.5600     0.3950     1.4800     0.3850     0.5250     0.4250     0.5100     0.4200     0.5150     0.4150     0.5050     0.3750     1.4700  
