 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   2.0       0.2500     1.7500     0.3300     0.5550     0.3750     1.1850     0.3950     1.2800     0.4150     0.5250     0.3850     1.2400     0.4050     1.2950     0.3950     1.2200     0.3700     1.1350  
   4.0       0.2500     1.7500     0.3300     0.5550     0.3750     1.1850     0.3950     1.2800     0.4150     1.2200     0.3850     1.2400     0.4050     1.2950     0.3950     1.2300     0.3750     1.1350  
   6.0       0.2500     1.7500     0.3300     0.5550     0.3750     1.1850     0.3950     1.2800     0.4150     1.2200     0.3850     1.2400     0.3900     1.2950     0.3800     1.2300     0.3700     1.1350  
   8.0       0.2500     1.7500     0.3300     0.5550     0.3750     1.1850     0.3950     1.2800     0.3850     1.2200     0.3850     1.2400     0.3900     1.2950     0.3700     1.2300     0.3600     1.1350  
   10.0      0.2500     1.7500     0.3300     0.5550     0.3750     1.1850     0.3950     1.2800     0.3850     1.2200     0.3850     1.2400     0.3900     1.2950     0.3800     1.2300     0.3450     1.1350  
   12.0      0.2500     1.7500     0.3300     0.5550     0.3750     1.1850     0.3950     1.2800     0.3850     1.2200     0.3850     1.2400     0.3900     1.3250     0.3800     1.2300     0.3600     1.1350  
   14.0      0.2500     1.7500     0.3300     0.5550     0.3750     1.1850     0.3950     1.2800     0.3850     1.2200     0.3850     1.2400     0.3900     1.2950     0.3950     1.2300     0.3450     1.1350  
   16.0      0.2500     1.7500     0.3300     0.5550     0.3750     1.1850     0.3950     1.2800     0.3850     1.2200     0.3850     1.2400     0.3900     1.2950     0.3700     1.2300     0.3450     1.1350  
   18.0      0.2500     1.7500     0.3300     0.5550     0.3750     1.1850     0.3950     1.2800     0.3850     1.2200     0.3850     1.2400     0.3750     1.2950     0.3700     1.2200     0.3600     1.1350  
   20.0      0.2500     1.7500     0.3300     0.5550     0.3750     1.1850     0.3950     1.2800     0.3850     1.2200     0.3850     1.2400     0.3900     1.2950     0.3550     1.2300     0.3400     1.1350  
