 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   2.0       0.2500     0.5000     0.3300     0.5550     0.3750     1.1850     0.3950     0.4800     0.3850     1.0550     0.3850     0.4650     0.3900     0.4650     0.3800     0.4550     0.3600     0.4550  
   4.0       0.2500     0.5000     0.3300     0.5550     0.3750     1.1850     0.3950     0.4800     0.3850     1.0550     0.4050     0.4650     0.3900     0.4650     0.3800     0.4550     0.3450     1.0500  
   6.0       0.2500     0.5000     0.3300     0.5550     0.3750     1.1850     0.3950     0.4800     0.3850     1.0550     0.3850     1.1400     0.3900     0.4650     0.3800     1.0950     0.3600     1.0500  
   8.0       0.2500     0.5000     0.3300     0.5550     0.3750     1.1850     0.3950     1.2400     0.3850     1.0550     0.3850     1.1600     0.3900     0.4650     0.3700     1.0950     0.3450     1.0600  
   10.0      0.2500     0.5000     0.3300     0.5550     0.3750     1.1850     0.3950     1.2400     0.3850     1.0550     0.3850     1.1600     0.3900     0.4650     0.3700     1.0950     0.3450     1.0600  
   12.0      0.2500     0.5000     0.3300     0.5550     0.3750     1.1850     0.3950     1.2400     0.3850     1.0550     0.3850     1.1600     0.3750     0.4650     0.3700     1.0950     0.3450     1.0500  
   14.0      0.2500     0.5000     0.3300     0.5550     0.3750     1.1850     0.3950     1.2400     0.3850     1.0550     0.3850     1.1600     0.3900     0.4650     0.3700     1.0950     0.3450     1.0600  
   16.0      0.2500     0.5000     0.3300     0.5550     0.3750     1.1850     0.3950     1.2400     0.3850     1.0550     0.3850     1.1600     0.3750     0.4650     0.3800     1.0950     0.3450     1.0500  
   18.0      0.2500     0.5000     0.3300     0.5550     0.3750     1.1850     0.3950     1.2400     0.3850     1.0550     0.3850     1.1600     0.3900     0.4650     0.3700     1.0950     0.3450     1.0600  
   20.0      0.2500     0.5000     0.3300     0.5550     0.3750     1.1850     0.3950     1.2400     0.3850     1.0550     0.3850     1.1600     0.3900     0.4650     0.3700     1.0950     0.3450     1.0600  
