 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   0.5       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.4800     0.3850     1.5250     0.4450     1.3250     0.4350     1.3550     0.4300     1.3950     0.3850     1.2600  
   1.0       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.4800     0.3850     1.5250     0.4250     1.4850     0.4350     1.4050     0.4150     1.4550     0.3850     1.3250  
   1.5       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.4800     0.3850     1.5250     0.3850     1.4850     0.3900     1.4200     0.4150     1.4650     0.3950     1.3600  
   2.0       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.4800     0.3850     1.5250     0.3850     1.4850     0.3900     1.4200     0.3950     1.4650     0.3850     1.3600  
   2.5       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.4800     0.3850     1.5250     0.3850     1.4850     0.3900     1.4350     0.3950     1.4650     0.3850     1.3650  
   3.0       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.4800     0.3850     1.5250     0.3850     1.4850     0.3900     1.4350     0.3950     1.4650     0.3750     1.3650  
   3.5       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.4800     0.3850     1.5250     0.3850     1.4850     0.3900     1.4350     0.3950     1.4650     0.3750     1.3650  
   4.0       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.4800     0.3850     1.5250     0.3850     1.4850     0.3900     1.4350     0.3950     1.4650     0.3700     1.3650  
   4.5       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.4800     0.3850     1.5250     0.3850     1.4850     0.3900     1.4350     0.3950     1.4650     0.3700     1.3650  
   5.0       0.2500     1.7500     0.3300     1.4400     0.3750     1.1850     0.3950     1.4800     0.3850     1.5250     0.3850     1.4850     0.3900     1.4200     0.3950     1.4650     0.3600     1.3600  
