 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   2.0       0.2500     1.7500     0.3300     0.5550     0.3750     1.9350     0.3950     1.5550     0.3850     1.6900     0.3850     1.7300     0.3750     1.7000     0.3700     1.7000     0.3600     1.5400  
   4.0       0.2500     1.7500     0.3300     0.5550     0.3750     1.9350     0.3600     1.5550     0.3600     1.6900     0.3450     1.7300     0.3550     1.7650     0.3450     1.7250     0.3200     1.5550  
   6.0       0.2500     1.7500     0.3300     0.5550     0.3750     1.9350     0.3200     1.5550     0.3300     1.6900     0.3250     1.7300     0.3100     1.7000     0.3050     1.6900     0.3000     1.5450  
   8.0       0.2500     1.7500     0.3300     0.5550     0.3100     1.9350     0.2750     1.5550     0.2750     1.6900     0.2850     1.7300     0.2800     1.7000     0.2800     1.6750     0.2500     1.5400  
   10.0      0.2500     1.7500     0.3300     1.9950     0.2500     1.9350     0.2400     1.4800     0.2500     1.6900     0.2400     1.7300     0.2500     1.7000     0.2450     1.6400     0.2150     1.5300  
   12.0      0.2500     1.7500     0.2200     1.9950     0.2500     1.9350     0.2400     1.4800     0.2200     1.6900     0.2200     1.7300     0.2000     1.7000     0.1950     1.6150     0.1850     1.5300  
   14.0      0.2500     1.7500     0.2200     1.9950     0.1850     1.9350     0.1950     1.4800     0.1900     1.6900     0.1800     1.7300     0.1850     1.7000     0.1700     1.5800     0.1600     1.5050  
   16.0      0.2500     1.7500     0.2200     1.8850     0.1850     1.9350     0.1600     1.4800     0.1650     1.6350     0.1600     1.7300     0.1550     1.7000     0.1450     1.5550     0.1350     1.5050  
   18.0      0.2500     1.7500     0.2200     1.8850     0.1850     1.8100     0.1600     1.4800     0.1350     1.6350     0.1400     1.7300     0.1400     1.6700     0.1200     1.5400     0.1200     1.5000  
   20.0      0.2500     1.7500     0.2200     1.7750     0.1250     1.6250     0.1200     1.4800     0.1350     1.6100     0.1200     1.7300     0.1250     1.6400     0.1100     1.5300     0.1050     1.5000  
