 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   10.0      0.2500     1.2500     0.3300     0.7750     0.3750     1.0000     0.3950     0.8400     0.3850     0.9400     0.6900     0.8950     0.6850     0.9200     0.6750     0.8850     0.6850     0.8500  
   20.0      0.2500     1.2500     0.3300     0.7750     0.3750     1.0600     0.3950     0.8750     0.3850     0.9700     0.6900     0.9550     0.3900     0.9500     0.6150     0.9500     0.5500     0.8650  
   30.0      0.2500     1.2500     0.3300     0.7750     0.3750     1.0600     0.3950     0.8750     0.3850     0.9700     0.5900     0.9350     0.3900     0.9500     0.5400     0.9500     0.6950     0.8650  
   40.0      0.2500     1.2500     0.3300     0.7750     0.3750     1.0000     0.3950     0.8400     0.3850     0.9700     0.6900     0.9150     0.6700     0.9350     0.6750     0.9250     0.6950     0.8600  
   50.0      0.2500     1.2500     0.3300     0.7750     0.3750     1.0600     0.3950     0.8750     0.3850     1.0000     0.6100     1.0000     0.3900     0.9650     0.5400     0.9850     0.5200     0.8750  
   60.0      0.2500     1.2500     0.3300     0.7750     0.3750     1.0600     0.3950     0.8750     0.3850     0.9700     0.6300     0.9350     0.6700     0.9500     0.6250     0.9600     0.6950     0.8650  
   70.0      0.2500     1.2500     0.3300     0.7750     0.3750     1.0600     0.3950     0.8750     0.3850     1.0000     0.5700     0.9550     0.3900     0.9500     0.5400     0.9600     0.5000     0.8900  
   80.0      0.2500     1.2500     0.3300     0.7750     0.3750     1.0600     0.3950     0.8750     0.3850     1.0000     0.6100     0.9750     0.3900     0.9650     0.5150     0.9750     0.4850     0.8750  
   90.0      0.2500     1.5000     0.3300     0.7750     0.3750     1.0600     0.3950     0.8750     0.3850     1.0000     0.6700     1.0000     0.3900     0.9650     0.6250     0.9750     0.5500     0.9000  
   99.9      0.2500     1.5000     0.3300     0.7750     0.3750     1.0600     0.3950     0.8750     0.3850     1.0000     0.5700     1.0000     0.3900     0.9650     0.5050     0.9750     0.4800     0.9000  
