 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   10.0      0.2500     0.7500     0.3300     0.5550     0.3750     0.5600     0.3950     0.5200     0.3850     0.5250     0.3850     0.5100     0.4650     0.5150     0.4650     0.5050     0.4500     0.5100  
   20.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3950     1.2400     0.3850     1.0550     0.3850     1.1400     0.3900     1.1400     0.3950     1.0850     0.3450     1.0400  
   30.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3600     1.2400     0.3600     1.0550     0.3450     1.1400     0.3400     1.1250     0.3200     1.0850     0.3000     1.0200  
   40.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3600     1.2400     0.3300     1.0550     0.3250     1.1400     0.3250     1.1050     0.3200     1.0850     0.3000     1.0250  
   50.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3600     1.2400     0.3300     1.0550     0.3250     1.1400     0.3250     1.1400     0.3050     1.0850     0.3000     1.0400  
   60.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3600     1.2400     0.3300     1.0550     0.3250     1.1400     0.3250     1.1400     0.3200     1.0850     0.2750     1.0400  
   70.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3600     1.2400     0.3300     1.0550     0.3250     1.1400     0.3250     1.1250     0.3200     1.0850     0.2900     1.0250  
   80.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3600     1.2400     0.3050     1.0550     0.3450     1.1400     0.3250     1.1250     0.3050     1.0850     0.3000     1.0250  
   90.0      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3600     1.2400     0.3300     1.0550     0.3250     1.1400     0.3250     1.1250     0.3200     1.0850     0.2750     1.0400  
   99.9      0.2500     1.7500     0.3300     0.8850     0.3750     1.1850     0.3200     1.2400     0.3300     1.0550     0.3050     1.1400     0.2950     1.1250     0.3050     1.0850     0.2900     1.0250  
