 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   10.0      0.2500     1.7500     0.3300     1.4400     0.3100     1.1850     0.3200     1.4800     0.3050     1.5250     0.2850     1.4850     0.2950     1.4200     0.2700     1.4550     0.2500     1.3350  
   20.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1650     1.5250     0.1400     1.3650     0.1550     1.3550     0.1450     1.3950     0.1300     1.2800  
   30.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1350     1.5250     0.1600     1.3450     0.1400     1.3550     0.1350     1.3950     0.1200     1.2700  
   40.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1650     1.5250     0.1400     1.3650     0.1400     1.3550     0.1450     1.3950     0.1300     1.2800  
   50.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1650     1.5250     0.1600     1.3650     0.1550     1.3700     0.1450     1.4050     0.1350     1.2850  
   60.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1650     1.5250     0.1600     1.3650     0.1550     1.3550     0.1450     1.3950     0.1350     1.2800  
   70.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1650     1.5250     0.1400     1.3450     0.1550     1.3550     0.1450     1.3950     0.1300     1.2800  
   80.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1350     1.5250     0.1400     1.3250     0.1400     1.3550     0.1350     1.3800     0.1200     1.2600  
   90.0      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1650     1.5250     0.1600     1.3650     0.1400     1.3700     0.1450     1.4150     0.1300     1.2950  
   99.9      0.2500     1.7500     0.2200     1.4400     0.1850     1.1850     0.1600     1.4800     0.1650     1.5250     0.1400     1.3650     0.1400     1.3700     0.1450     1.4050     0.1300     1.2850  
