 Timestep  Gas-r=1.0  Liq-r=1.0  Gas-r=1.5  Liq-r=1.5  Gas-r=2.0  Liq-r=2.0  Gas-r=2.5  Liq-r=2.5  Gas-r=3.0  Liq-r=3.0  Gas-r=3.5  Liq-r=3.5  Gas-r=4.0  Liq-r=4.0  Gas-r=4.5  Liq-r=4.5  Gas-r=5.0  Liq-r=5.0 
   10.0      0.5000     1.7500     0.5550     0.6650     0.5000     1.6850     0.4800     1.5150     0.5000     1.6350     0.4850     1.6900     0.5000     1.6550     0.4800     1.5800     0.4350     1.4900  
   20.0      0.5000     1.7500     0.4400     1.8850     0.4350     1.7500     0.3950     1.5150     0.4150     1.6350     0.4250     1.7300     0.4200     1.6700     0.4050     1.5800     0.3700     1.5050  
   30.0      0.5000     1.7500     0.4400     1.8850     0.4350     1.7500     0.3950     1.5150     0.4150     1.6350     0.3650     1.6900     0.3750     1.6850     0.3700     1.5900     0.3400     1.5050  
   40.0      0.5000     1.7500     0.4400     1.8850     0.4350     1.6850     0.3950     1.5150     0.3600     1.6350     0.3650     1.6900     0.3550     1.6550     0.3550     1.5650     0.3400     1.4900  
   50.0      0.5000     1.7500     0.4400     1.8850     0.3750     1.7500     0.3950     1.5150     0.3850     1.6350     0.3650     1.6900     0.3550     1.6550     0.3550     1.5800     0.3300     1.5000  
   60.0      0.5000     1.7500     0.4400     1.8850     0.4350     1.7500     0.3950     1.5150     0.3850     1.6350     0.3850     1.6900     0.3900     1.6550     0.3550     1.5650     0.3400     1.5000  
   70.0      0.5000     1.7500     0.4400     1.8850     0.3750     1.7500     0.3950     1.5150     0.3850     1.6350     0.3650     1.6900     0.3550     1.6550     0.3550     1.5800     0.3400     1.4900  
   80.0      0.5000     1.7500     0.4400     1.8850     0.3750     1.6850     0.3950     1.5150     0.3600     1.6350     0.3850     1.6900     0.3900     1.6550     0.3700     1.5800     0.3300     1.4900  
   90.0      0.5000     1.7500     0.4400     1.8850     0.4350     1.6850     0.3950     1.5150     0.3850     1.6350     0.3850     1.6700     0.3900     1.6400     0.3950     1.5800     0.3400     1.4900  
  100.0      0.5000     1.7500     0.4400     1.8850     0.4350     1.7500     0.3950     1.5150     0.3600     1.6350     0.3850     1.6900     0.3750     1.6550     0.3800     1.5800     0.3400     1.4900  
